Group,Subgroup,CodePoint,Status,Representation,Name,Section
People-Body,person-activity,1F487 1F3FB 200D 2642 FE0F,fully-qualified,💇🏻‍♂️,man getting haircut light skin tone,E4.0
People-Body,person-activity,1F487 1F3FB 200D 2642,minimally-qualified,💇🏻‍♂,man getting haircut light skin tone,E4.0
People-Body,person-activity,1F487 1F3FC 200D 2642 FE0F,fully-qualified,💇🏼‍♂️,man getting haircut medium-light skin tone,E4.0
People-Body,person-activity,1F487 1F3FC 200D 2642,minimally-qualified,💇🏼‍♂,man getting haircut medium-light skin tone,E4.0
People-Body,person-activity,1F487 1F3FD 200D 2642 FE0F,fully-qualified,💇🏽‍♂️,man getting haircut medium skin tone,E4.0
People-Body,person-activity,1F487 1F3FD 200D 2642,minimally-qualified,💇🏽‍♂,man getting haircut medium skin tone,E4.0
People-Body,person-activity,1F487 1F3FE 200D 2642 FE0F,fully-qualified,💇🏾‍♂️,man getting haircut medium-dark skin tone,E4.0
People-Body,person-activity,1F487 1F3FE 200D 2642,minimally-qualified,💇🏾‍♂,man getting haircut medium-dark skin tone,E4.0
People-Body,person-activity,1F487 1F3FF 200D 2642 FE0F,fully-qualified,💇🏿‍♂️,man getting haircut dark skin tone,E4.0
People-Body,person-activity,1F487 1F3FF 200D 2642,minimally-qualified,💇🏿‍♂,man getting haircut dark skin tone,E4.0
People-Body,person-activity,1F487 200D 2640 FE0F,fully-qualified,💇‍♀️,woman getting haircut,E4.0
People-Body,person-activity,1F487 200D 2640,minimally-qualified,💇‍♀,woman getting haircut,E4.0
People-Body,person-activity,1F487 1F3FB 200D 2640 FE0F,fully-qualified,💇🏻‍♀️,woman getting haircut light skin tone,E4.0
People-Body,person-activity,1F487 1F3FB 200D 2640,minimally-qualified,💇🏻‍♀,woman getting haircut light skin tone,E4.0
People-Body,person-activity,1F487 1F3FC 200D 2640 FE0F,fully-qualified,💇🏼‍♀️,woman getting haircut medium-light skin tone,E4.0
People-Body,person-activity,1F487 1F3FC 200D 2640,minimally-qualified,💇🏼‍♀,woman getting haircut medium-light skin tone,E4.0
People-Body,person-activity,1F487 1F3FD 200D 2640 FE0F,fully-qualified,💇🏽‍♀️,woman getting haircut medium skin tone,E4.0
People-Body,person-activity,1F487 1F3FD 200D 2640,minimally-qualified,💇🏽‍♀,woman getting haircut medium skin tone,E4.0
People-Body,person-activity,1F487 1F3FE 200D 2640 FE0F,fully-qualified,💇🏾‍♀️,woman getting haircut medium-dark skin tone,E4.0
People-Body,person-activity,1F487 1F3FE 200D 2640,minimally-qualified,💇🏾‍♀,woman getting haircut medium-dark skin tone,E4.0
People-Body,person-activity,1F487 1F3FF 200D 2640 FE0F,fully-qualified,💇🏿‍♀️,woman getting haircut dark skin tone,E4.0
People-Body,person-activity,1F487 1F3FF 200D 2640,minimally-qualified,💇🏿‍♀,woman getting haircut dark skin tone,E4.0
People-Body,person-activity,1F6B6,fully-qualified,🚶,person walking,E0.6
People-Body,person-activity,1F6B6 1F3FB,fully-qualified,🚶🏻,person walking light skin tone,E1.0
People-Body,person-activity,1F6B6 1F3FC,fully-qualified,🚶🏼,person walking medium-light skin tone,E1.0
People-Body,person-activity,1F6B6 1F3FD,fully-qualified,🚶🏽,person walking medium skin tone,E1.0
People-Body,person-activity,1F6B6 1F3FE,fully-qualified,🚶🏾,person walking medium-dark skin tone,E1.0
People-Body,person-activity,1F6B6 1F3FF,fully-qualified,🚶🏿,person walking dark skin tone,E1.0
People-Body,person-activity,1F6B6 200D 2642 FE0F,fully-qualified,🚶‍♂️,man walking,E4.0
People-Body,person-activity,1F6B6 200D 2642,minimally-qualified,🚶‍♂,man walking,E4.0
People-Body,person-activity,1F6B6 1F3FB 200D 2642 FE0F,fully-qualified,🚶🏻‍♂️,man walking light skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FB 200D 2642,minimally-qualified,🚶🏻‍♂,man walking light skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FC 200D 2642 FE0F,fully-qualified,🚶🏼‍♂️,man walking medium-light skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FC 200D 2642,minimally-qualified,🚶🏼‍♂,man walking medium-light skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FD 200D 2642 FE0F,fully-qualified,🚶🏽‍♂️,man walking medium skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FD 200D 2642,minimally-qualified,🚶🏽‍♂,man walking medium skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FE 200D 2642 FE0F,fully-qualified,🚶🏾‍♂️,man walking medium-dark skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FE 200D 2642,minimally-qualified,🚶🏾‍♂,man walking medium-dark skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FF 200D 2642 FE0F,fully-qualified,🚶🏿‍♂️,man walking dark skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FF 200D 2642,minimally-qualified,🚶🏿‍♂,man walking dark skin tone,E4.0
People-Body,person-activity,1F6B6 200D 2640 FE0F,fully-qualified,🚶‍♀️,woman walking,E4.0
People-Body,person-activity,1F6B6 200D 2640,minimally-qualified,🚶‍♀,woman walking,E4.0
People-Body,person-activity,1F6B6 1F3FB 200D 2640 FE0F,fully-qualified,🚶🏻‍♀️,woman walking light skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FB 200D 2640,minimally-qualified,🚶🏻‍♀,woman walking light skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FC 200D 2640 FE0F,fully-qualified,🚶🏼‍♀️,woman walking medium-light skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FC 200D 2640,minimally-qualified,🚶🏼‍♀,woman walking medium-light skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FD 200D 2640 FE0F,fully-qualified,🚶🏽‍♀️,woman walking medium skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FD 200D 2640,minimally-qualified,🚶🏽‍♀,woman walking medium skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FE 200D 2640 FE0F,fully-qualified,🚶🏾‍♀️,woman walking medium-dark skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FE 200D 2640,minimally-qualified,🚶🏾‍♀,woman walking medium-dark skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FF 200D 2640 FE0F,fully-qualified,🚶🏿‍♀️,woman walking dark skin tone,E4.0
People-Body,person-activity,1F6B6 1F3FF 200D 2640,minimally-qualified,🚶🏿‍♀,woman walking dark skin tone,E4.0
People-Body,person-activity,1F6B6 200D 27A1 FE0F,fully-qualified,🚶‍➡️,person walking facing right,E15.1
People-Body,person-activity,1F6B6 200D 27A1,minimally-qualified,🚶‍➡,person walking facing right,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 27A1 FE0F,fully-qualified,🚶🏻‍➡️,person walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 27A1,minimally-qualified,🚶🏻‍➡,person walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 27A1 FE0F,fully-qualified,🚶🏼‍➡️,person walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 27A1,minimally-qualified,🚶🏼‍➡,person walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 27A1 FE0F,fully-qualified,🚶🏽‍➡️,person walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 27A1,minimally-qualified,🚶🏽‍➡,person walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 27A1 FE0F,fully-qualified,🚶🏾‍➡️,person walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 27A1,minimally-qualified,🚶🏾‍➡,person walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 27A1 FE0F,fully-qualified,🚶🏿‍➡️,person walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 27A1,minimally-qualified,🚶🏿‍➡,person walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🚶‍♀️‍➡️,woman walking facing right,E15.1
People-Body,person-activity,1F6B6 200D 2640 200D 27A1 FE0F,minimally-qualified,🚶‍♀‍➡️,woman walking facing right,E15.1
People-Body,person-activity,1F6B6 200D 2640 FE0F 200D 27A1,minimally-qualified,🚶‍♀️‍➡,woman walking facing right,E15.1
People-Body,person-activity,1F6B6 200D 2640 200D 27A1,minimally-qualified,🚶‍♀‍➡,woman walking facing right,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏻‍♀️‍➡️,woman walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 2640 200D 27A1 FE0F,minimally-qualified,🚶🏻‍♀‍➡️,woman walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 2640 FE0F 200D 27A1,minimally-qualified,🚶🏻‍♀️‍➡,woman walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 2640 200D 27A1,minimally-qualified,🚶🏻‍♀‍➡,woman walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏼‍♀️‍➡️,woman walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 2640 200D 27A1 FE0F,minimally-qualified,🚶🏼‍♀‍➡️,woman walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 2640 FE0F 200D 27A1,minimally-qualified,🚶🏼‍♀️‍➡,woman walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 2640 200D 27A1,minimally-qualified,🚶🏼‍♀‍➡,woman walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏽‍♀️‍➡️,woman walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 2640 200D 27A1 FE0F,minimally-qualified,🚶🏽‍♀‍➡️,woman walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 2640 FE0F 200D 27A1,minimally-qualified,🚶🏽‍♀️‍➡,woman walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 2640 200D 27A1,minimally-qualified,🚶🏽‍♀‍➡,woman walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏾‍♀️‍➡️,woman walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 2640 200D 27A1 FE0F,minimally-qualified,🚶🏾‍♀‍➡️,woman walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 2640 FE0F 200D 27A1,minimally-qualified,🚶🏾‍♀️‍➡,woman walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 2640 200D 27A1,minimally-qualified,🚶🏾‍♀‍➡,woman walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏿‍♀️‍➡️,woman walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 2640 200D 27A1 FE0F,minimally-qualified,🚶🏿‍♀‍➡️,woman walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 2640 FE0F 200D 27A1,minimally-qualified,🚶🏿‍♀️‍➡,woman walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 2640 200D 27A1,minimally-qualified,🚶🏿‍♀‍➡,woman walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 200D 2642 FE0F 200D 27A1 FE0F,fully-qualified,🚶‍♂️‍➡️,man walking facing right,E15.1
People-Body,person-activity,1F6B6 200D 2642 200D 27A1 FE0F,minimally-qualified,🚶‍♂‍➡️,man walking facing right,E15.1
People-Body,person-activity,1F6B6 200D 2642 FE0F 200D 27A1,minimally-qualified,🚶‍♂️‍➡,man walking facing right,E15.1
People-Body,person-activity,1F6B6 200D 2642 200D 27A1,minimally-qualified,🚶‍♂‍➡,man walking facing right,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 2642 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏻‍♂️‍➡️,man walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 2642 200D 27A1 FE0F,minimally-qualified,🚶🏻‍♂‍➡️,man walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 2642 FE0F 200D 27A1,minimally-qualified,🚶🏻‍♂️‍➡,man walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FB 200D 2642 200D 27A1,minimally-qualified,🚶🏻‍♂‍➡,man walking facing right light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 2642 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏼‍♂️‍➡️,man walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 2642 200D 27A1 FE0F,minimally-qualified,🚶🏼‍♂‍➡️,man walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 2642 FE0F 200D 27A1,minimally-qualified,🚶🏼‍♂️‍➡,man walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FC 200D 2642 200D 27A1,minimally-qualified,🚶🏼‍♂‍➡,man walking facing right medium-light skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 2642 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏽‍♂️‍➡️,man walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 2642 200D 27A1 FE0F,minimally-qualified,🚶🏽‍♂‍➡️,man walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 2642 FE0F 200D 27A1,minimally-qualified,🚶🏽‍♂️‍➡,man walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FD 200D 2642 200D 27A1,minimally-qualified,🚶🏽‍♂‍➡,man walking facing right medium skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 2642 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏾‍♂️‍➡️,man walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 2642 200D 27A1 FE0F,minimally-qualified,🚶🏾‍♂‍➡️,man walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 2642 FE0F 200D 27A1,minimally-qualified,🚶🏾‍♂️‍➡,man walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FE 200D 2642 200D 27A1,minimally-qualified,🚶🏾‍♂‍➡,man walking facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 2642 FE0F 200D 27A1 FE0F,fully-qualified,🚶🏿‍♂️‍➡️,man walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 2642 200D 27A1 FE0F,minimally-qualified,🚶🏿‍♂‍➡️,man walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 2642 FE0F 200D 27A1,minimally-qualified,🚶🏿‍♂️‍➡,man walking facing right dark skin tone,E15.1
People-Body,person-activity,1F6B6 1F3FF 200D 2642 200D 27A1,minimally-qualified,🚶🏿‍♂‍➡,man walking facing right dark skin tone,E15.1
People-Body,person-activity,1F9CD,fully-qualified,🧍,person standing,E12.0
People-Body,person-activity,1F9CD 1F3FB,fully-qualified,🧍🏻,person standing light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FC,fully-qualified,🧍🏼,person standing medium-light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FD,fully-qualified,🧍🏽,person standing medium skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FE,fully-qualified,🧍🏾,person standing medium-dark skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FF,fully-qualified,🧍🏿,person standing dark skin tone,E12.0
People-Body,person-activity,1F9CD 200D 2642 FE0F,fully-qualified,🧍‍♂️,man standing,E12.0
People-Body,person-activity,1F9CD 200D 2642,minimally-qualified,🧍‍♂,man standing,E12.0
People-Body,person-activity,1F9CD 1F3FB 200D 2642 FE0F,fully-qualified,🧍🏻‍♂️,man standing light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FB 200D 2642,minimally-qualified,🧍🏻‍♂,man standing light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FC 200D 2642 FE0F,fully-qualified,🧍🏼‍♂️,man standing medium-light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FC 200D 2642,minimally-qualified,🧍🏼‍♂,man standing medium-light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FD 200D 2642 FE0F,fully-qualified,🧍🏽‍♂️,man standing medium skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FD 200D 2642,minimally-qualified,🧍🏽‍♂,man standing medium skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FE 200D 2642 FE0F,fully-qualified,🧍🏾‍♂️,man standing medium-dark skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FE 200D 2642,minimally-qualified,🧍🏾‍♂,man standing medium-dark skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FF 200D 2642 FE0F,fully-qualified,🧍🏿‍♂️,man standing dark skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FF 200D 2642,minimally-qualified,🧍🏿‍♂,man standing dark skin tone,E12.0
People-Body,person-activity,1F9CD 200D 2640 FE0F,fully-qualified,🧍‍♀️,woman standing,E12.0
People-Body,person-activity,1F9CD 200D 2640,minimally-qualified,🧍‍♀,woman standing,E12.0
People-Body,person-activity,1F9CD 1F3FB 200D 2640 FE0F,fully-qualified,🧍🏻‍♀️,woman standing light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FB 200D 2640,minimally-qualified,🧍🏻‍♀,woman standing light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FC 200D 2640 FE0F,fully-qualified,🧍🏼‍♀️,woman standing medium-light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FC 200D 2640,minimally-qualified,🧍🏼‍♀,woman standing medium-light skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FD 200D 2640 FE0F,fully-qualified,🧍🏽‍♀️,woman standing medium skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FD 200D 2640,minimally-qualified,🧍🏽‍♀,woman standing medium skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FE 200D 2640 FE0F,fully-qualified,🧍🏾‍♀️,woman standing medium-dark skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FE 200D 2640,minimally-qualified,🧍🏾‍♀,woman standing medium-dark skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FF 200D 2640 FE0F,fully-qualified,🧍🏿‍♀️,woman standing dark skin tone,E12.0
People-Body,person-activity,1F9CD 1F3FF 200D 2640,minimally-qualified,🧍🏿‍♀,woman standing dark skin tone,E12.0
People-Body,person-activity,1F9CE,fully-qualified,🧎,person kneeling,E12.0
People-Body,person-activity,1F9CE 1F3FB,fully-qualified,🧎🏻,person kneeling light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FC,fully-qualified,🧎🏼,person kneeling medium-light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FD,fully-qualified,🧎🏽,person kneeling medium skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FE,fully-qualified,🧎🏾,person kneeling medium-dark skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FF,fully-qualified,🧎🏿,person kneeling dark skin tone,E12.0
People-Body,person-activity,1F9CE 200D 2642 FE0F,fully-qualified,🧎‍♂️,man kneeling,E12.0
People-Body,person-activity,1F9CE 200D 2642,minimally-qualified,🧎‍♂,man kneeling,E12.0
People-Body,person-activity,1F9CE 1F3FB 200D 2642 FE0F,fully-qualified,🧎🏻‍♂️,man kneeling light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FB 200D 2642,minimally-qualified,🧎🏻‍♂,man kneeling light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FC 200D 2642 FE0F,fully-qualified,🧎🏼‍♂️,man kneeling medium-light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FC 200D 2642,minimally-qualified,🧎🏼‍♂,man kneeling medium-light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FD 200D 2642 FE0F,fully-qualified,🧎🏽‍♂️,man kneeling medium skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FD 200D 2642,minimally-qualified,🧎🏽‍♂,man kneeling medium skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FE 200D 2642 FE0F,fully-qualified,🧎🏾‍♂️,man kneeling medium-dark skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FE 200D 2642,minimally-qualified,🧎🏾‍♂,man kneeling medium-dark skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FF 200D 2642 FE0F,fully-qualified,🧎🏿‍♂️,man kneeling dark skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FF 200D 2642,minimally-qualified,🧎🏿‍♂,man kneeling dark skin tone,E12.0
People-Body,person-activity,1F9CE 200D 2640 FE0F,fully-qualified,🧎‍♀️,woman kneeling,E12.0
People-Body,person-activity,1F9CE 200D 2640,minimally-qualified,🧎‍♀,woman kneeling,E12.0
People-Body,person-activity,1F9CE 1F3FB 200D 2640 FE0F,fully-qualified,🧎🏻‍♀️,woman kneeling light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FB 200D 2640,minimally-qualified,🧎🏻‍♀,woman kneeling light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FC 200D 2640 FE0F,fully-qualified,🧎🏼‍♀️,woman kneeling medium-light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FC 200D 2640,minimally-qualified,🧎🏼‍♀,woman kneeling medium-light skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FD 200D 2640 FE0F,fully-qualified,🧎🏽‍♀️,woman kneeling medium skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FD 200D 2640,minimally-qualified,🧎🏽‍♀,woman kneeling medium skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FE 200D 2640 FE0F,fully-qualified,🧎🏾‍♀️,woman kneeling medium-dark skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FE 200D 2640,minimally-qualified,🧎🏾‍♀,woman kneeling medium-dark skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FF 200D 2640 FE0F,fully-qualified,🧎🏿‍♀️,woman kneeling dark skin tone,E12.0
People-Body,person-activity,1F9CE 1F3FF 200D 2640,minimally-qualified,🧎🏿‍♀,woman kneeling dark skin tone,E12.0
People-Body,person-activity,1F9CE 200D 27A1 FE0F,fully-qualified,🧎‍➡️,person kneeling facing right,E15.1
People-Body,person-activity,1F9CE 200D 27A1,minimally-qualified,🧎‍➡,person kneeling facing right,E15.1
People-Body,person-activity,1F9CE 1F3FB 200D 27A1 FE0F,fully-qualified,🧎🏻‍➡️,person kneeling facing right light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FB 200D 27A1,minimally-qualified,🧎🏻‍➡,person kneeling facing right light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FC 200D 27A1 FE0F,fully-qualified,🧎🏼‍➡️,person kneeling facing right medium-light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FC 200D 27A1,minimally-qualified,🧎🏼‍➡,person kneeling facing right medium-light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FD 200D 27A1 FE0F,fully-qualified,🧎🏽‍➡️,person kneeling facing right medium skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FD 200D 27A1,minimally-qualified,🧎🏽‍➡,person kneeling facing right medium skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FE 200D 27A1 FE0F,fully-qualified,🧎🏾‍➡️,person kneeling facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FE 200D 27A1,minimally-qualified,🧎🏾‍➡,person kneeling facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FF 200D 27A1 FE0F,fully-qualified,🧎🏿‍➡️,person kneeling facing right dark skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FF 200D 27A1,minimally-qualified,🧎🏿‍➡,person kneeling facing right dark skin tone,E15.1
People-Body,person-activity,1F9CE 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🧎‍♀️‍➡️,woman kneeling facing right,E15.1
People-Body,person-activity,1F9CE 200D 2640 200D 27A1 FE0F,minimally-qualified,🧎‍♀‍➡️,woman kneeling facing right,E15.1
People-Body,person-activity,1F9CE 200D 2640 FE0F 200D 27A1,minimally-qualified,🧎‍♀️‍➡,woman kneeling facing right,E15.1
People-Body,person-activity,1F9CE 200D 2640 200D 27A1,minimally-qualified,🧎‍♀‍➡,woman kneeling facing right,E15.1
People-Body,person-activity,1F9CE 1F3FB 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🧎🏻‍♀️‍➡️,woman kneeling facing right light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FB 200D 2640 200D 27A1 FE0F,minimally-qualified,🧎🏻‍♀‍➡️,woman kneeling facing right light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FB 200D 2640 FE0F 200D 27A1,minimally-qualified,🧎🏻‍♀️‍➡,woman kneeling facing right light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FB 200D 2640 200D 27A1,minimally-qualified,🧎🏻‍♀‍➡,woman kneeling facing right light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FC 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🧎🏼‍♀️‍➡️,woman kneeling facing right medium-light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FC 200D 2640 200D 27A1 FE0F,minimally-qualified,🧎🏼‍♀‍➡️,woman kneeling facing right medium-light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FC 200D 2640 FE0F 200D 27A1,minimally-qualified,🧎🏼‍♀️‍➡,woman kneeling facing right medium-light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FC 200D 2640 200D 27A1,minimally-qualified,🧎🏼‍♀‍➡,woman kneeling facing right medium-light skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FD 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🧎🏽‍♀️‍➡️,woman kneeling facing right medium skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FD 200D 2640 200D 27A1 FE0F,minimally-qualified,🧎🏽‍♀‍➡️,woman kneeling facing right medium skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FD 200D 2640 FE0F 200D 27A1,minimally-qualified,🧎🏽‍♀️‍➡,woman kneeling facing right medium skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FD 200D 2640 200D 27A1,minimally-qualified,🧎🏽‍♀‍➡,woman kneeling facing right medium skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FE 200D 2640 FE0F 200D 27A1 FE0F,fully-qualified,🧎🏾‍♀️‍➡️,woman kneeling facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FE 200D 2640 200D 27A1 FE0F,minimally-qualified,🧎🏾‍♀‍➡️,woman kneeling facing right medium-dark skin tone,E15.1
People-Body,person-activity,1F9CE 1F3FE 200D 2640 FE0F 200D 27A1,minimally-qualified,🧎🏾‍♀️‍➡,woman kneeling facing right medium-dark skin tone,E15.1
